Semester;College;Level;Major;Nationality;Gender;Total Registered
Spring 2024;Arts and Sciences;Undergraduate;General Arts;Non-Qatari;Male;31
Spring 2024;Arts and Sciences;Undergraduate;General Arts;Qatari;Female;1080
Spring 2024;Arts and Sciences;Undergraduate;General Science;Non-Qatari;Female;178
Spring 2024;Arts and Sciences;Undergraduate;General Science;Qatari;Male;1
Spring 2024;Arts and Sciences;Undergraduate;History;Qatari;Male;11
Spring 2024;Arts and Sciences;Undergraduate;Mathematics;Non-Qatari;Female;47
Spring 2024;Arts and Sciences;Undergraduate;Statistics;Non-Qatari;Male;4
Spring 2024;Arts and Sciences;Master;Arabic Language & Literature;Qatari;Female;19
Spring 2024;Arts and Sciences;Master;Environmental Sciences;Qatari;Male;1
Spring 2024;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Qatari;Female;2
Spring 2024;Arts and Sciences;Doctorate - PhD;Gulf Studies;Non-Qatari;Female;16
Spring 2024;Arts and Sciences;Certificate;Applied Statistics;Non-Qatari;Female;2
Spring 2024;Arts and Sciences;Certificate;Arab Lang Stdy for N-Nat Spk;Non-Qatari;Male;33
Spring 2024;Arts and Sciences;Certificate;Corrosion Science;Non-Qatari;Male;1
Spring 2024;Business and Economics;Undergraduate;Accounting;Qatari;Female;365
Spring 2024;Business and Economics;Undergraduate;Management Information Systems;Qatari;Female;93
Spring 2024;Business and Economics;Master;Accounting;Qatari;Female;3
Spring 2024;Business and Economics;Master;Marketing;Non-Qatari;Female;8
Spring 2024;Business and Economics;Master;Marketing;Qatari;Female;4
Spring 2024;Dental Medicine;Undergraduate;Dental Medicine;Non-Qatari;Female;46
Spring 2024;Education;Foundation;Education Foundation;Non-Qatari;Female;4
Spring 2024;Education;Undergraduate;Secondary Education;Qatari;Female;551
Spring 2024;Education;Master;Curriculum,Instruc. & Assessm.;Qatari;Female;8
Spring 2024;Engineering;Master;Computing;Qatari;Female;3
Spring 2024;Engineering;Doctorate - PhD;Civil Engineering;Qatari;Male;1
Spring 2024;Engineering;Doctorate - PhD;Electrical Engineering;Non-Qatari;Male;2
Spring 2024;Engineering;Doctorate - PhD;Environmental Engineering;Qatari;Male;2
Spring 2024;Engineering;Doctorate - PhD;Mechanical Engineering;Non-Qatari;Male;6
Spring 2024;Health Sciences;Undergraduate;General Health Sciences;Non-Qatari;Male;24
Spring 2024;Health Sciences;Master;Public Health;Qatari;Female;6
Spring 2024;Law;Doctorate - PhD;Law;Qatari;Female;4
Spring 2024;Medicine;Doctorate - PhD;Medical Sciences;Qatari;Female;1
Spring 2024;Nursing;Undergraduate;Nursing;Non-Qatari;Male;2
Spring 2024;Pharmacy;Undergraduate;Pharmacy;Non-Qatari;Male;27
Spring 2024;QU Health;Doctorate - PhD;Clinic.&Population Health Res.;Non-Qatari;Female;11
Spring 2024;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Male;15
Spring 2024;Sharia and Islamic Studies;Master;Religions and Creed;Qatari;Female;12
Spring 2024;Sharia and Islamic Studies;Doctorate - PhD;Quranic Sciences and Exegesis;Qatari;Female;1
Spring 2024;Sharia and Islamic Studies;Doctorate - PhD;Religions and Creed;Non-Qatari;Female;3
Fall 2024;Arts and Sciences;Undergraduate;Arabic Language;Non-Qatari;Female;34
Fall 2024;Arts and Sciences;Undergraduate;Chemistry;Qatari;Female;17
Fall 2024;Arts and Sciences;Undergraduate;English Literature&Linguistics;Qatari;Female;294
Fall 2024;Arts and Sciences;Undergraduate;History;Non-Qatari;Male;1
Fall 2024;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Male;40
Fall 2024;Arts and Sciences;Undergraduate;Statistics;Qatari;Female;4
Fall 2024;Arts and Sciences;Master;Environmental Sciences;Qatari;Male;1
Fall 2024;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Qatari;Male;1
Fall 2024;Arts and Sciences;Certificate;Corrosion Science;Non-Qatari;Female;5
Fall 2024;Education;Foundation;Education Foundation;Non-Qatari;Male;5
Fall 2024;Education;Undergraduate;Physical Education;Qatari;Female;128
Fall 2024;Education;Undergraduate;Special Education;Qatari;Female;89
Fall 2024;Education;Diploma;Secondary Education;Qatari;Female;2
Fall 2024;Engineering;Foundation;Engineering Foundation;Qatari;Female;412
Fall 2024;Engineering;Master;Civil Engineering;Non-Qatari;Male;10
Fall 2024;Engineering;Doctorate - PhD;Civil Engineering;Non-Qatari;Female;7
Fall 2024;Law;Master;Public Law;Non-Qatari;Female;7
Fall 2024;Nursing;Undergraduate;Nursing;Non-Qatari;Male;3
Fall 2024;Sharia and Islamic Studies;Undergraduate;Creed and Dawa;Non-Qatari;Female;9
Fall 2024;Sharia and Islamic Studies;Undergraduate;Quran and Sunnah;Qatari;Male;3
Fall 2024;Sharia and Islamic Studies;Master;Creed and Religions;Qatari;Female;11
Spring 2025;Arts and Sciences;Foundation;Science Foundation;Non-Qatari;Female;39
Spring 2025;Arts and Sciences;Undergraduate;Fine Arts;Non-Qatari;Female;9
Spring 2025;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Female;277
Spring 2025;Arts and Sciences;Undergraduate;Statistics;Non-Qatari;Male;6
Spring 2025;Arts and Sciences;Undergraduate;Statistics;Qatari;Male;2
Spring 2025;Business and Economics;Undergraduate;Accounting;Qatari;Female;416
Spring 2025;Dental Medicine;Undergraduate;General - Dental Medicine;Qatari;Male;4
Spring 2025;Education;Undergraduate;General Education;Qatari;Female;837
Spring 2025;Education;Master;Curriculum,Instruc. & Assessm.;Qatari;Male;1
Spring 2025;Engineering;Foundation;Engineering Foundation;Qatari;Female;211
Spring 2025;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Female;121
Spring 2025;Engineering;Undergraduate;Chemical Engineering;Qatari;Male;37
Spring 2025;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;178
Spring 2025;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Male;132
Spring 2025;Engineering;Master;Computing;Non-Qatari;Male;22
Spring 2025;Engineering;Doctorate - PhD;Engineering Management;Qatari;Female;7
Spring 2025;Law;Master;Private Law;Qatari;Male;8
Spring 2025;Medicine;Undergraduate;General Medicine;Qatari;Male;15
Fall 2018;Business and Economics;Master;Marketing;Qatari;Female;16
Fall 2018;Education;Undergraduate;Secondary Education;Non-Qatari;Female;177
Fall 2018;Health Sciences;Undergraduate;Human Nutrition;Non-Qatari;Female;95
Fall 2018;Health Sciences;Undergraduate;Public Health;Qatari;Female;25
Fall 2018;Health Sciences;Master;Public Health;Qatari;Male;1
Fall 2018;Health Sciences;Doctorate - PhD;Biomedical Sciences;Qatari;Female;1
Fall 2018;Law;Master;Private Law;Non-Qatari;Male;4
Fall 2018;Law;Master;Private Law;Qatari;Female;22
Fall 2018;Medicine;Undergraduate;General Medicine;Non-Qatari;Female;22
Fall 2018;Medicine;Undergraduate;Medicine;Qatari;Female;66
Fall 2018;Pharmacy;Doctor in PharmD;Pharmacy;Non-Qatari;Female;10
Fall 2018;Sharia and Islamic Studies;Undergraduate;Dawa;Non-Qatari;Male;18
Fall 2018;Sharia and Islamic Studies;Undergraduate;Dawa;Qatari;Female;69
Fall 2018;Sharia and Islamic Studies;Undergraduate;General Sharia;Qatari;Male;16
Fall 2018;Sharia and Islamic Studies;Master;Fiqh and Usul Al Fiqh;Non-Qatari;Female;11
Fall 2018;Sharia and Islamic Studies;Master;Religions & Dialog of Civiliz.;Qatari;Female;8
Spring 2019;Arts and Sciences;Foundation;Science Foundation;Non-Qatari;Female;72
Spring 2019;Arts and Sciences;Undergraduate;Sport Science;Non-Qatari;Female;39
Spring 2019;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Qatari;Female;3
Spring 2019;Business and Economics;Undergraduate;Economics;Qatari;Female;49
Spring 2019;Business and Economics;Undergraduate;Management;Non-Qatari;Male;24
Spring 2019;Business and Economics;Master;Accounting;Qatari;Female;9
Spring 2019;Business and Economics;Doctorate - PhD;Business Administration;Qatari;Male;3
Spring 2019;Education;Undergraduate;Primary Education;Non-Qatari;Female;124
Spring 2019;Engineering;Undergraduate;Architecture;Non-Qatari;Female;32
Spring 2019;Engineering;Undergraduate;Computer Engineering;Qatari;Female;153
Spring 2019;Engineering;Undergraduate;Computer Engineering;Qatari;Male;29
Spring 2019;Engineering;Undergraduate;Mechanical Engineering;Qatari;Male;48
Spring 2019;Engineering;Master;Computing;Qatari;Male;3
Spring 2019;Engineering;Master;Electrical Engineering;Non-Qatari;Male;10
Spring 2019;Engineering;Master;Urban Planning and Design;Qatari;Female;3
Spring 2019;Engineering;Doctorate - PhD;Electrical Engineering;Non-Qatari;Male;8
Spring 2019;Health Sciences;Undergraduate;Human Nutrition;Non-Qatari;Female;77
Spring 2019;Law;Master;Public Law;Non-Qatari;Female;1
Spring 2019;Medicine;Foundation;Medicine Foundation;Qatari;Male;1
Spring 2019;Pharmacy;Undergraduate;General Pharmacy;Non-Qatari;Female;45
Spring 2019;Sharia and Islamic Studies;Undergraduate;Dawa;Non-Qatari;Male;12
Spring 2019;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul Al Fiqh;Non-Qatari;Female;1
Spring 2019;Sharia and Islamic Studies;Undergraduate;General Sharia;Non-Qatari;Female;289
Spring 2019;Sharia and Islamic Studies;Master;Religions & Dialog of Civiliz.;Qatari;Male;2
Fall 2019;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Female;45
Fall 2019;Arts and Sciences;Undergraduate;History;Non-Qatari;Male;1
Fall 2019;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Male;81
Fall 2019;Arts and Sciences;Undergraduate;Sport Science;Qatari;Male;1
Fall 2019;Arts and Sciences;Master;Arabic Language & Literature;Qatari;Male;1
Fall 2019;Arts and Sciences;Master;Environmental Sciences;Non-Qatari;Female;20
Fall 2019;Arts and Sciences;Master;Gulf Studies;Non-Qatari;Female;5
Fall 2019;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Non-Qatari;Male;5
Fall 2019;Arts and Sciences;Doctorate - PhD;Gulf Studies;Non-Qatari;Male;11
Fall 2019;Business and Economics;Undergraduate;Economics;Non-Qatari;Female;9
Fall 2019;Business and Economics;Undergraduate;Finance;Qatari;Male;33
Fall 2019;Business and Economics;Master;Marketing;Qatari;Male;1
Fall 2019;Dental Medicine;Undergraduate;General - Dental Medicine;Non-Qatari;Male;2
Fall 2019;Education;Undergraduate;General Education;Qatari;Female;660
Fall 2019;Education;Master;Education Leadership;Qatari;Female;14
Fall 2019;Education;Master;Master of Special Education;Non-Qatari;Male;2
Fall 2019;Education;Master;Special Education;Non-Qatari;Female;1
Fall 2019;Engineering;Undergraduate;Computer Science;Qatari;Female;109
Fall 2019;Engineering;Master;Computing;Qatari;Male;2
Fall 2019;Engineering;Master;Engineering Management;Non-Qatari;Male;15
Fall 2019;Engineering;Doctorate - PhD;Mechanical Engineering;Qatari;Male;1
Fall 2019;Health Sciences;Foundation;Health Sciences Foundation;Qatari;Female;83
Fall 2019;Health Sciences;Undergraduate;Human Nutrition;Qatari;Female;18
Fall 2019;Health Sciences;Doctorate - PhD;Biomedical Sciences;Qatari;Female;1
Fall 2019;Medicine;Undergraduate;General Medicine;Non-Qatari;Male;40
Fall 2019;Medicine;Doctorate - PhD;Medical Sciences;Non-Qatari;Male;2
Fall 2019;Pharmacy;Undergraduate;General Pharmacy;Non-Qatari;Female;33
Fall 2019;Sharia and Islamic Studies;Undergraduate;General Sharia;Non-Qatari;Male;35
Fall 2019;Sharia and Islamic Studies;Undergraduate;General Sharia;Qatari;Male;20
Fall 2019;Sharia and Islamic Studies;Master;Religions & Dialog of Civiliz.;Non-Qatari;Male;5
Spring 2020;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;51
Spring 2020;Arts and Sciences;Master;Applied Statistics;Non-Qatari;Female;14
Spring 2020;Arts and Sciences;Certificate;Corrosion Science;Non-Qatari;Male;1
Spring 2020;Business and Economics;Undergraduate;Finance;Qatari;Female;108
Spring 2020;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Female;18
Spring 2020;Business and Economics;Master;Accounting;Qatari;Female;6
Spring 2020;Engineering;Foundation;Engineering Foundation;Non-Qatari;Female;37
Spring 2020;Engineering;Undergraduate;Civil Engineering;Qatari;Male;37
Spring 2020;Engineering;Undergraduate;Mechanical Engineering;Qatari;Male;46
Spring 2020;Engineering;Master;Computing;Qatari;Male;2
Spring 2020;Engineering;Doctorate - PhD;Civil Engineering;Non-Qatari;Male;12
Spring 2020;Medicine;Undergraduate;Medicine;Qatari;Female;77
Spring 2020;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul Al Fiqh;Qatari;Female;6
Fall 2020;Education;Diploma;Primary Education;Non-Qatari;Male;2
Fall 2020;Engineering;Foundation;Engineering Foundation;Qatari;Female;289
Fall 2020;Engineering;Master;Urban Planning and Design;Non-Qatari;Female;9
Fall 2020;Engineering;Doctorate - PhD;Electrical Engineering;Non-Qatari;Female;5
Fall 2020;Engineering;Doctorate - PhD;Urban Planning and Design;Non-Qatari;Male;1
Fall 2020;Health Sciences;Master;Public Health;Non-Qatari;Male;7
Fall 2020;Law;Undergraduate;Law;Qatari;Female;1148
Fall 2020;Law;Master;Public Law;Qatari;Female;31
Fall 2022;Education;Diploma;Primary Education;Non-Qatari;Male;3
Fall 2022;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;117
Fall 2022;Engineering;Master;Engineering Management;Non-Qatari;Male;15
Fall 2022;Engineering;Master;Engineering Management;Qatari;Male;10
Fall 2022;Engineering;Doctorate - PhD;Chemical Engineering;Non-Qatari;Female;2
Fall 2022;Engineering;Doctorate - PhD;Engineering Management;Non-Qatari;Male;14
Fall 2022;Law;Undergraduate;Law;Non-Qatari;Male;60
Fall 2022;Medicine;Undergraduate;Medicine;Non-Qatari;Male;80
Fall 2022;Pharmacy;Undergraduate;Pharmacy;Non-Qatari;Male;17
Fall 2022;Sharia and Islamic Studies;Undergraduate;Quran and Sunnah;Qatari;Female;13
Spring 2023;Arts and Sciences;Undergraduate;Environmental Sciences;Qatari;Male;4
Spring 2023;Arts and Sciences;Undergraduate;General Science;Qatari;Female;21
Spring 2023;Arts and Sciences;Undergraduate;Geography-Urban Planning;Qatari;Female;1
Spring 2023;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Female;33
Spring 2023;Arts and Sciences;Undergraduate;International Affairs;Qatari;Male;167
Spring 2023;Arts and Sciences;Master;Environmental Sciences;Qatari;Male;1
Spring 2023;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Non-Qatari;Female;21
Spring 2023;Business and Economics;Undergraduate;General Business;Qatari;Male;452
Spring 2023;Business and Economics;Master;Finance;Non-Qatari;Male;3
Spring 2023;Education;Master;Master of Special Education;Qatari;Female;1
Spring 2023;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;152
Spring 2023;Engineering;Undergraduate;Computer Science;Qatari;Male;78
Spring 2023;Engineering;Undergraduate;Industrial and Systems Eng.;Qatari;Female;253
Spring 2023;Medicine;Doctorate - PhD;Medical Sciences;Non-Qatari;Male;2
Spring 2023;No College Designated;Undergraduate;Undeclared;Non-Qatari;Male;1
Spring 2023;Sharia and Islamic Studies;Undergraduate;Quran and Sunnah;Qatari;Female;12
Spring 2023;Sharia and Islamic Studies;Master;Fiqh and Usul Al Fiqh;Qatari;Female;4
Fall 2023;Arts and Sciences;Undergraduate;Biological Sciences;Qatari;Female;34
Fall 2023;Arts and Sciences;Undergraduate;Environmental Sciences;Qatari;Female;24
Fall 2023;Arts and Sciences;Undergraduate;Psychology;Non-Qatari;Female;90
Fall 2023;Business and Economics;Undergraduate;Management Information Systems;Qatari;Male;22
Fall 2023;Business and Economics;Master;Business Administration;Qatari;Female;15
Fall 2023;Education;Undergraduate;General Education;Qatari;Male;148
Fall 2023;Engineering;Master;Computing;Qatari;Female;3
Fall 2023;Engineering;Doctorate - PhD;Engineering Management;Qatari;Female;8
Fall 2023;Health Sciences;Undergraduate;General Health Sciences;Non-Qatari;Female;53
Fall 2023;Health Sciences;Undergraduate;Physical Therapy;Qatari;Female;4
Fall 2023;Health Sciences;Master;Biomedical Sciences;Qatari;Male;2
Fall 2023;Law;Doctorate - PhD;Law;Qatari;Male;9
Fall 2023;No College Designated;Undergraduate;Undeclared;Non-Qatari;Male;5
Fall 2023;Pharmacy;Master;Pharmacy;Qatari;Male;1
Spring 2024;Arts and Sciences;Foundation;Science Foundation;Non-Qatari;Male;24
Spring 2024;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Female;11
Spring 2024;Arts and Sciences;Certificate;Environmental Sciences;Non-Qatari;Female;4
Spring 2024;Business and Economics;Undergraduate;General Business;Qatari;Female;1436
Spring 2024;Education;Undergraduate;Secondary Education;Non-Qatari;Male;69
Spring 2024;Engineering;Foundation;Engineering Foundation;Qatari;Male;136
Spring 2024;Engineering;Undergraduate;General Engineering;Qatari;Male;44
Spring 2024;Engineering;Master;Engineering Management;Non-Qatari;Female;12
Spring 2024;Engineering;Doctorate - PhD;Industrial and Systems Eng.;Non-Qatari;Female;2
Spring 2024;Nursing;Foundation;Nursing Foundation;Qatari;Female;18
Spring 2024;Pharmacy;Foundation;Pharmacy Foundation;Qatari;Female;12
Spring 2024;Pharmacy;Foundation;Pharmacy Foundation;Qatari;Male;1
Spring 2024;QU Health;Master;Health Professions Educ.;Non-Qatari;Female;14
Spring 2024;QU Health;Doctorate - PhD;Biom. & Pharm. Research;Non-Qatari;Male;1
Spring 2024;Sharia and Islamic Studies;Undergraduate;Creed and Dawa;Qatari;Female;16
Spring 2024;Sharia and Islamic Studies;Master;Fiqh and Usul;Qatari;Male;4
Fall 2024;Arts and Sciences;Undergraduate;App. Geog. & Geog. info.Sys;Qatari;Male;11
Fall 2024;Business and Economics;Undergraduate;Economics;Qatari;Male;7
Fall 2024;Business and Economics;Undergraduate;Management;Qatari;Female;213
Fall 2024;Business and Economics;Master;Marketing;Qatari;Female;5
Fall 2024;Dental Medicine;Undergraduate;Dental Medicine;Qatari;Male;10
Fall 2024;Education;Undergraduate;General Education;Qatari;Male;212
Fall 2024;Education;Master;Educational Leadership;Qatari;Female;26
Fall 2024;Engineering;Undergraduate;Chemical Engineering;Qatari;Male;22
Fall 2024;Engineering;Master;Mechanical Engineering;Qatari;Female;2
Fall 2024;Engineering;Doctorate - PhD;Materials Sci and Engin;Non-Qatari;Female;8
Fall 2024;Law;Undergraduate;Law;Qatari;Male;284
Fall 2024;Medicine;Undergraduate;General Medicine;Qatari;Male;14
Fall 2024;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Male;13
Fall 2024;Sharia and Islamic Studies;Master;Fiqh and Usul;Non-Qatari;Female;8
Fall 2024;Sharia and Islamic Studies;Master;Fiqh and Usul;Non-Qatari;Male;11
Spring 2025;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Female;65
Spring 2025;Arts and Sciences;Master;Applied Statistics;Non-Qatari;Male;1
Spring 2025;Arts and Sciences;Master;Gulf Studies;Qatari;Female;6
Spring 2025;Arts and Sciences;Certificate;Environmental Sciences;Qatari;Female;1
Spring 2025;Business and Economics;Undergraduate;Finance;Non-Qatari;Female;50
Spring 2025;Business and Economics;Master;Business Administration;Qatari;Male;1
Spring 2025;Education;Diploma;Secondary Education;Non-Qatari;Male;12
Spring 2025;Health Sciences;Doctorate - PhD;Biomedical Sciences;Non-Qatari;Female;1
Spring 2025;Law;Master;Private Law;Non-Qatari;Female;3
Spring 2025;Nursing;Undergraduate;Nursing;Non-Qatari;Female;53
Spring 2025;Pharmacy;Undergraduate;Pharmacy;Qatari;Male;2
Spring 2025;Sharia and Islamic Studies;Undergraduate;Creed and Dawa;Non-Qatari;Male;3
Spring 2025;Sharia and Islamic Studies;Master;Fiqh and Usul;Qatari;Male;5
Fall 2015;Arts and Sciences;Undergraduate;Environmental Sciences;Qatari;Female;23
Fall 2015;Arts and Sciences;Undergraduate;General Arts;Non-Qatari;Male;41
Fall 2015;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Male;69
Fall 2015;Arts and Sciences;Master;Applied Statistics;Non-Qatari;Male;2
Fall 2015;Arts and Sciences;Master;Material Sci and Technology;Qatari;Female;4
Fall 2015;Business and Economics;Undergraduate;Accounting;Qatari;Male;66
Fall 2015;Education;Foundation;Education Foundation;Non-Qatari;Female;22
Fall 2015;Education;Undergraduate;General Education;Non-Qatari;Male;18
Fall 2015;Education;Undergraduate;General Education;Qatari;Female;390
Fall 2015;Education;Undergraduate;General Education;Qatari;Male;5
Fall 2015;Education;Master;Curriculum,Instruc. & Assessm.;Qatari;Female;2
Fall 2015;Education;Master;Education Leadership;Qatari;Female;13
Fall 2015;Engineering;Foundation;Engineering Foundation;Non-Qatari;Female;42
Fall 2015;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Female;145
Fall 2015;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;316
Fall 2015;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;53
Fall 2015;Engineering;Master;Computing;Non-Qatari;Male;17
Fall 2015;Engineering;Doctorate - PhD;Chemical Engineering;Non-Qatari;Male;1
Fall 2015;Medicine;Foundation;Medicine Foundation;Qatari;Male;3
Fall 2015;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Male;19
Fall 2015;Sharia and Islamic Studies;Master;Fiqh and Usul Al Fiqh;Non-Qatari;Female;7
Spring 2016;Arts and Sciences;Foundation;Science Foundation;Non-Qatari;Male;19
Spring 2024;Education;Master;Master of Special Education;Non-Qatari;Female;1
Spring 2024;Engineering;Master;Electrical Engineering;Non-Qatari;Female;5
Spring 2024;Engineering;Doctorate - PhD;Computer Science;Qatari;Male;1
Spring 2024;Engineering;Doctorate - PhD;Environmental Engineering;Qatari;Female;2
Spring 2024;Health Sciences;Master;Genetic Counselling;Qatari;Female;1
Spring 2024;Health Sciences;Certificate;Biomedical Sciences;Qatari;Female;3
Spring 2024;Law;Master;Private Law;Non-Qatari;Male;1
Spring 2024;Medicine;Undergraduate;General Medicine;Non-Qatari;Male;24
Spring 2024;No College Designated;Undergraduate;Undeclared;Qatari;Female;1
Spring 2024;Pharmacy;Undergraduate;General Pharmacy;Non-Qatari;Male;14
Spring 2024;Pharmacy;Master;Pharmacy;Non-Qatari;Male;1
Spring 2024;Sharia and Islamic Studies;Master;Creed and Religions;Qatari;Male;1
Spring 2024;Sharia and Islamic Studies;Doctorate - PhD;Fiqh and Usul;Qatari;Male;2
Fall 2024;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Male;8
Fall 2024;Arts and Sciences;Master;Arabic Language & Literature;Non-Qatari;Female;18
Fall 2024;Arts and Sciences;Master;Material Sci and Technology;Qatari;Female;3
Fall 2024;Arts and Sciences;Doctorate - PhD;Gulf Studies;Qatari;Female;16
Fall 2024;Business and Economics;Undergraduate;Management;Non-Qatari;Male;20
Fall 2024;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Male;32
Fall 2024;Business and Economics;Master;Accounting;Qatari;Female;8
Fall 2024;Dental Medicine;Undergraduate;General - Dental Medicine;Qatari;Female;11
Fall 2024;Education;Undergraduate;General Education;Non-Qatari;Female;114
Fall 2024;Education;Master;Educational Leadership;Non-Qatari;Male;2
Fall 2024;Engineering;Undergraduate;Architecture;Qatari;Female;113
Fall 2024;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Male;144
Fall 2024;Engineering;Master;Engineering Management;Non-Qatari;Male;11
Fall 2024;Engineering;Master;Environmental Engineering;Non-Qatari;Female;17
Fall 2024;Engineering;Doctorate - PhD;Computer Engineering;Non-Qatari;Male;6
Fall 2024;Health Sciences;Master;Genetic Counselling;Non-Qatari;Female;6
Fall 2024;Law;Undergraduate;Law;Qatari;Female;662
Fall 2024;Law;Master;Public Law;Qatari;Female;15
Fall 2024;Nursing;Foundation;Nursing Foundation;Qatari;Male;1
Fall 2024;Pharmacy;Foundation;Pharmacy Foundation;Qatari;Male;2
Fall 2024;Pharmacy;Doctorate - PhD;Pharmaceutical Sciences;Non-Qatari;Male;2
Fall 2024;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul;Qatari;Female;16
Fall 2024;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Female;139
Fall 2024;Sharia and Islamic Studies;Undergraduate;Quran and Sunnah;Non-Qatari;Female;18
Fall 2024;Sharia and Islamic Studies;Master;Religions and Creed;Non-Qatari;Female;4
Spring 2025;Arts and Sciences;Foundation;Science Foundation;Qatari;Male;3
Spring 2025;Arts and Sciences;Undergraduate;App. Geog. & Geog. info.Sys;Qatari;Male;12
Spring 2025;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Male;11
Spring 2025;Arts and Sciences;Undergraduate;Mathematics;Qatari;Male;1
Spring 2025;Arts and Sciences;Undergraduate;Sociology;Non-Qatari;Female;26
Spring 2025;Arts and Sciences;Undergraduate;Statistics;Qatari;Female;4
Spring 2025;Arts and Sciences;Master;Applied Statistics;Non-Qatari;Female;2
Spring 2025;Arts and Sciences;Doctorate - PhD;Gulf Studies;Qatari;Male;5
Spring 2025;Business and Economics;Undergraduate;General Business;Non-Qatari;Male;209
Spring 2025;Education;Foundation;Education Foundation;Non-Qatari;Female;6
Spring 2025;Education;Diploma;Special Education;Qatari;Female;5
Spring 2025;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;236
Spring 2025;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;83
Spring 2025;Engineering;Undergraduate;Computer Science;Non-Qatari;Male;253
Spring 2025;Engineering;Undergraduate;Mechanical Engineering;Qatari;Male;120
Spring 2025;Engineering;Master;Electrical Engineering;Non-Qatari;Male;13
Spring 2025;Engineering;Master;Engineering Management;Qatari;Female;4
Spring 2025;Law;Master;Private Law;Non-Qatari;Male;5
Spring 2025;Law;Master;Private Law;Qatari;Female;13
Spring 2025;Law;Master;Public Law;Non-Qatari;Female;6
Spring 2025;Law;Doctorate - PhD;Law;Non-Qatari;Male;4
Spring 2025;Pharmacy;Foundation;Pharmacy Foundation;Qatari;Female;7
Spring 2025;Pharmacy;Undergraduate;General Pharmacy;Qatari;Female;64
Spring 2025;Pharmacy;Master;Pharmacy;Non-Qatari;Female;19
Spring 2025;QU Health;Master;Health Professions Educ.;Non-Qatari;Male;3
Spring 2025;QU Health;Doctorate - PhD;Biom. & Pharm. Research;Non-Qatari;Male;3
Spring 2025;Sharia and Islamic Studies;Undergraduate;General Sharia;Qatari;Female;158
Spring 2025;Sharia and Islamic Studies;Master;Creed and Religions;Qatari;Female;8
Spring 2025;Sharia and Islamic Studies;Master;Religions& Dialogue of Civil.;Qatari;Male;1
Fall 2015;Arts and Sciences;Foundation;Science Foundation;Non-Qatari;Male;32
Fall 2015;Arts and Sciences;Undergraduate;English Language;Qatari;Female;1
Fall 2015;Arts and Sciences;Undergraduate;English Literature&Linguistics;Non-Qatari;Female;105
Fall 2015;Arts and Sciences;Undergraduate;General Sport Science;Qatari;Female;2
Fall 2015;Arts and Sciences;Undergraduate;History;Qatari;Female;175
Fall 2015;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Male;119
Fall 2015;Arts and Sciences;Undergraduate;Psychology;Non-Qatari;Female;68
Fall 2015;Arts and Sciences;Undergraduate;Psychology;Qatari;Female;86
Fall 2015;Arts and Sciences;Undergraduate;Sport Science;Qatari;Female;27
Fall 2015;Arts and Sciences;Master;Public Health;Qatari;Female;5
Fall 2015;Business and Economics;Undergraduate;Economics;Qatari;Male;2
Fall 2015;Business and Economics;Undergraduate;Management;Qatari;Male;82
Fall 2015;Business and Economics;Master;Accounting;Non-Qatari;Female;17
