Semester;College;Level;Major;Nationality;Gender;Total Registered
Fall 2020;Health Sciences;Master;Public Health;Non-Qatari;Female;18
Fall 2020;Law;Undergraduate;Law;Non-Qatari;Male;63
Fall 2020;Law;Master;Public Law;Non-Qatari;Male;3
Fall 2020;No College Designated;Undergraduate;Undeclared;Qatari;Female;31
Fall 2020;Sharia and Islamic Studies;Undergraduate;Dawa;Qatari;Female;17
Fall 2020;Sharia and Islamic Studies;Undergraduate;General Sharia;Non-Qatari;Female;214
Fall 2020;Sharia and Islamic Studies;Master;Religions & Dialog of Civiliz.;Non-Qatari;Female;13
Spring 2021;Arts and Sciences;Foundation;Science Foundation;Qatari;Female;52
Spring 2021;Arts and Sciences;Undergraduate;Chemistry;Qatari;Female;15
Spring 2021;Arts and Sciences;Undergraduate;General Arts;Qatari;Female;939
Spring 2021;Arts and Sciences;Undergraduate;History;Non-Qatari;Female;29
Spring 2021;Arts and Sciences;Undergraduate;Psychology;Non-Qatari;Female;121
Spring 2021;Arts and Sciences;Undergraduate;Social Work;Qatari;Male;4
Spring 2021;Arts and Sciences;Undergraduate;Sociology;Non-Qatari;Female;43
Spring 2021;Arts and Sciences;Undergraduate;Sport Science;Qatari;Female;25
Spring 2021;Arts and Sciences;Undergraduate;Statistics;Non-Qatari;Female;16
Spring 2021;Arts and Sciences;Undergraduate;Statistics;Qatari;Female;6
Spring 2021;Arts and Sciences;Certificate;Corrosion Science;Non-Qatari;Female;1
Spring 2021;Business and Economics;Undergraduate;Accounting;Qatari;Male;115
Spring 2021;Business and Economics;Master;Business Administration;Non-Qatari;Female;12
Spring 2021;Business and Economics;Master;Business Administration;Qatari;Male;5
Spring 2021;Dental Medicine;Undergraduate;General - Dental Medicine;Qatari;Male;7
Spring 2021;Education;Foundation;Education Foundation;Qatari;Male;1
Spring 2021;Education;Undergraduate;Education (Math & Sci);Qatari;Female;3
Spring 2021;Education;Master;Special Education;Non-Qatari;Female;1
Spring 2021;Education;Master;Special Education;Qatari;Female;1
Spring 2021;Engineering;Foundation;Engineering Foundation;Qatari;Female;175
Spring 2021;Engineering;Undergraduate;Architecture;Non-Qatari;Female;37
Spring 2021;Engineering;Undergraduate;Architecture;Qatari;Female;125
Spring 2021;Engineering;Undergraduate;Computer Engineering;Non-Qatari;Female;90
Spring 2021;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;99
Spring 2021;Engineering;Undergraduate;General Engineering;Qatari;Female;22
Spring 2021;Engineering;Master;Computing;Qatari;Female;5
Spring 2021;Engineering;Master;Electrical Engineering;Qatari;Female;1
Spring 2021;Engineering;Master;Engineering Management;Non-Qatari;Male;14
Spring 2021;Engineering;Master;Environmental Engineering;Non-Qatari;Female;20
Spring 2021;Engineering;Doctorate - PhD;Mechanical Engineering;Qatari;Male;1
Spring 2021;Health Sciences;Undergraduate;Human Nutrition;Non-Qatari;Female;45
Spring 2021;Health Sciences;Undergraduate;Public Health;Qatari;Female;29
Spring 2021;Health Sciences;Doctorate - PhD;Biomedical Sciences;Qatari;Female;2
Spring 2021;Law;Master;Public Law;Qatari;Female;22
Spring 2021;Medicine;Undergraduate;General Medicine;Qatari;Female;94
Spring 2021;Medicine;Undergraduate;Medicine;Qatari;Female;75
Spring 2021;Pharmacy;Undergraduate;General Pharmacy;Non-Qatari;Male;15
Spring 2021;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul Al Fiqh;Qatari;Male;3
Spring 2021;Sharia and Islamic Studies;Undergraduate;General Sharia;Non-Qatari;Female;257
Spring 2021;Sharia and Islamic Studies;Master;Fiqh and Usul Al Fiqh;Non-Qatari;Male;12
Spring 2021;Sharia and Islamic Studies;Master;Fiqh and Usul Al Fiqh;Qatari;Male;4
Spring 2021;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Non-Qatari;Female;15
Fall 2021;Arts and Sciences;Undergraduate;Chemistry;Qatari;Male;1
Fall 2021;Arts and Sciences;Undergraduate;General Science;Non-Qatari;Male;33
Fall 2021;Arts and Sciences;Undergraduate;General Science;Qatari;Male;8
Fall 2021;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;48
Fall 2021;Arts and Sciences;Master;Arabic Language & Literature;Non-Qatari;Male;3
Fall 2021;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Non-Qatari;Female;17
Fall 2021;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Non-Qatari;Male;4
Fall 2021;Business and Economics;Undergraduate;Finance;Non-Qatari;Female;49
Fall 2021;Business and Economics;Undergraduate;Finance;Non-Qatari;Male;28
Fall 2021;Business and Economics;Undergraduate;Management;Qatari;Male;101
Fall 2021;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Female;22
Fall 2021;Business and Economics;Master;Accounting;Qatari;Male;1
Fall 2021;Business and Economics;Master;Finance;Qatari;Male;2
Fall 2021;Business and Economics;Master;Marketing;Non-Qatari;Female;16
Fall 2021;Business and Economics;Doctorate - PhD;Business Administration;Non-Qatari;Male;9
Fall 2021;Education;Foundation;Education Foundation;Non-Qatari;Female;15
Fall 2021;Education;Foundation;Education Foundation;Qatari;Female;9
Fall 2021;Education;Undergraduate;General Education;Non-Qatari;Female;94
Fall 2021;Education;Undergraduate;General Education;Non-Qatari;Male;35
Fall 2021;Education;Undergraduate;General Education Sciences;Qatari;Female;1
Fall 2021;Education;Undergraduate;General Education Sciences;Qatari;Male;1
Fall 2021;Education;Undergraduate;Physical Education;Non-Qatari;Female;12
Fall 2021;Education;Undergraduate;Physical Education;Non-Qatari;Male;44
Fall 2021;Education;Undergraduate;Special Education;Non-Qatari;Female;14
Fall 2021;Education;Diploma;Special Education;Qatari;Male;1
Fall 2021;Education;Master;Education Leadership;Qatari;Male;1
Fall 2021;Education;Master;Special Education;Non-Qatari;Female;10
Fall 2021;Engineering;Undergraduate;Computer Engineering;Qatari;Male;60
Fall 2021;Engineering;Undergraduate;Mechanical Engineering;Qatari;Male;53
Fall 2021;Engineering;Undergraduate;Mechatronics Engineering;Non-Qatari;Female;7
Fall 2021;Engineering;Master;Electrical Engineering;Non-Qatari;Male;16
Fall 2021;Engineering;Master;Engineering Management;Non-Qatari;Male;14
Fall 2021;Engineering;Master;Engineering Management;Qatari;Female;11
Fall 2021;Engineering;Master;Gas and Process Engineering;Non-Qatari;Male;3
Fall 2021;Engineering;Doctorate - PhD;Environmental Engineering;Non-Qatari;Male;3
Fall 2021;Health Sciences;Undergraduate;Biomedical Sciences;Non-Qatari;Female;56
Fall 2021;Health Sciences;Undergraduate;Human Nutrition;Qatari;Female;44
Fall 2021;Health Sciences;Undergraduate;Public Health;Non-Qatari;Female;8
Fall 2021;Health Sciences;Undergraduate;Public Health;Qatari;Female;27
Fall 2021;Health Sciences;Master;Health professional Education;Qatari;Male;1
Fall 2021;Health Sciences;Doctorate - PhD;Biomedical Sciences;Non-Qatari;Female;3
Fall 2021;Law;Undergraduate;Law;Qatari;Male;342
Fall 2021;Law;Master;Private Law;Qatari;Female;20
Fall 2021;Law;Master;Public Law;Non-Qatari;Male;3
Fall 2021;Law;Master;Public Law;Qatari;Male;23
Fall 2021;Law;Certificate;Law;Qatari;Female;5
Fall 2021;Medicine;Undergraduate;Medicine;Non-Qatari;Male;60
Fall 2021;Pharmacy;Doctor in PharmD;Pharmacy;Qatari;Female;3
Fall 2021;Pharmacy;Master;Pharmacy;Non-Qatari;Male;1
Fall 2021;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul Al Fiqh;Non-Qatari;Female;16
Fall 2021;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul Al Fiqh;Non-Qatari;Male;16
Fall 2021;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul Al Fiqh;Qatari;Female;12
Fall 2021;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul Al Fiqh;Qatari;Male;2
Fall 2021;Sharia and Islamic Studies;Master;Fiqh and Usul Al Fiqh;Non-Qatari;Female;6
Fall 2021;Sharia and Islamic Studies;Master;Fiqh and Usul Al Fiqh;Qatari;Male;6
Fall 2021;Sharia and Islamic Studies;Master;Religions & Dialog of Civiliz.;Qatari;Male;4
Spring 2022;Arts and Sciences;Undergraduate;Biology;Non-Qatari;Female;92
Spring 2022;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Female;52
Spring 2022;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Male;16
Spring 2022;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Female;49
Spring 2022;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Male;16
Spring 2022;Arts and Sciences;Undergraduate;General Arts;Qatari;Male;237
Spring 2022;Arts and Sciences;Undergraduate;General Science;Qatari;Female;39
Spring 2022;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Male;47
Spring 2022;Arts and Sciences;Undergraduate;Sport Science;Qatari;Female;16
Spring 2022;Arts and Sciences;Master;Material Sci and Technology;Qatari;Male;1
Spring 2022;Arts and Sciences;Doctorate - PhD;Gulf Studies;Non-Qatari;Male;20
Spring 2022;Arts and Sciences;Certificate;Applied Statistics;Non-Qatari;Female;1
Spring 2022;Arts and Sciences;Certificate;Arab Lang Stdy for N-Nat Spk;Non-Qatari;Male;54
Spring 2022;Business and Economics;Undergraduate;Management Information Systems;Qatari;Female;61
Spring 2022;Business and Economics;Undergraduate;Marketing;Qatari;Female;189
Spring 2022;Business and Economics;Master;Marketing;Non-Qatari;Male;2
Spring 2022;Dental Medicine;Undergraduate;General - Dental Medicine;Qatari;Female;19
Spring 2022;Education;Undergraduate;Art Education;Non-Qatari;Female;3
Spring 2022;Education;Undergraduate;General Education;Qatari;Female;723
Spring 2022;Education;Undergraduate;Physical Education;Non-Qatari;Male;43
Spring 2022;Education;Master;Education Leadership;Non-Qatari;Female;5
Spring 2022;Education;Master;Education Leadership;Qatari;Female;15
Spring 2022;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Female;105
Spring 2022;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;115
Spring 2022;Engineering;Undergraduate;Computer Science;Qatari;Male;58
Spring 2022;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Male;164
Spring 2022;Engineering;Undergraduate;General Engineering;Qatari;Male;37
Spring 2022;Engineering;Undergraduate;Industrial and Systems Eng.;Non-Qatari;Female;46
Spring 2022;Engineering;Master;Civil Engineering;Non-Qatari;Female;1
Spring 2022;Engineering;Master;Gas and Process Engineering;Non-Qatari;Female;5
Spring 2022;Engineering;Master;Mechanical Engineering;Non-Qatari;Female;2
Spring 2022;Engineering;Doctorate - PhD;Chemical Engineering;Qatari;Male;1
Spring 2022;Engineering;Doctorate - PhD;Civil Engineering;Non-Qatari;Female;4
Spring 2022;Engineering;Doctorate - PhD;Engineering Management;Qatari;Female;5
Spring 2022;Health Sciences;Undergraduate;Human Nutrition;Qatari;Female;44
Spring 2022;Health Sciences;Master;Public Health;Non-Qatari;Female;18
Spring 2022;Law;Master;Public Law;Qatari;Male;15
Spring 2022;Pharmacy;Undergraduate;General Pharmacy;Non-Qatari;Male;18
Spring 2022;Pharmacy;Doctorate - PhD;Pharmaceutical Sciences;Non-Qatari;Female;5
Spring 2022;QU Health;Master;Health Professions Educ.;Non-Qatari;Male;1
Spring 2022;QU Health;Doctorate - PhD;Clinic.&Population Health Res.;Non-Qatari;Female;4
Spring 2022;Sharia and Islamic Studies;Undergraduate;Creed and Dawa;Non-Qatari;Female;13
Spring 2022;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Female;95
Spring 2022;Sharia and Islamic Studies;Doctorate - PhD;Fiqh and Usul Al Fiqh;Non-Qatari;Female;2
Fall 2022;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Female;56
Fall 2022;Arts and Sciences;Undergraduate;General Arts;Qatari;Female;1112
Fall 2022;Arts and Sciences;Undergraduate;General Science;Non-Qatari;Male;58
Fall 2022;Arts and Sciences;Undergraduate;History;Qatari;Male;12
Fall 2022;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Female;32
Fall 2022;Arts and Sciences;Undergraduate;Mathematics;Non-Qatari;Male;1
Fall 2022;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Male;51
Fall 2022;Arts and Sciences;Undergraduate;Statistics;Qatari;Male;2
Fall 2022;Arts and Sciences;Master;Environmental Sciences;Non-Qatari;Male;4
Fall 2022;Arts and Sciences;Master;Public Health;Non-Qatari;Female;1
Fall 2022;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Non-Qatari;Female;16
Fall 2022;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Non-Qatari;Male;3
Fall 2022;Business and Economics;Undergraduate;Management;Non-Qatari;Male;25
Fall 2022;Business and Economics;Undergraduate;Marketing;Qatari;Female;179
Fall 2022;Business and Economics;Master;Accounting;Non-Qatari;Female;7
Fall 2022;Business and Economics;Master;Accounting;Qatari;Female;7
Fall 2022;Business and Economics;Master;Business Administration;Qatari;Male;7
Fall 2022;Business and Economics;Doctorate - PhD;Business Administration;Non-Qatari;Female;9
Fall 2022;Business and Economics;Doctorate - PhD;Business Administration;Non-Qatari;Male;7
Fall 2022;Dental Medicine;Undergraduate;Dental Medicine;Qatari;Male;8
Fall 2022;Education;Undergraduate;Secondary Education;Non-Qatari;Female;299
Fall 2022;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;171
Fall 2022;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Female;54
Fall 2022;Engineering;Master;Computing;Qatari;Female;3
Fall 2022;Engineering;Master;Electrical Engineering;Non-Qatari;Male;16
Fall 2022;Engineering;Master;Mechanical Engineering;Non-Qatari;Female;2
Fall 2022;Engineering;Master;Urban Planning and Design;Non-Qatari;Female;10
Fall 2022;Engineering;Doctorate - PhD;Civil Engineering;Non-Qatari;Male;14
Fall 2022;Engineering;Doctorate - PhD;Computer Science;Qatari;Male;1
Fall 2022;Engineering;Doctorate - PhD;Engineering Management;Qatari;Female;6
Fall 2022;Health Sciences;Undergraduate;Physical Therapy;Non-Qatari;Female;43
Fall 2022;Health Sciences;Undergraduate;Public Health;Qatari;Female;27
Fall 2022;Health Sciences;Master;Genetic Counselling;Non-Qatari;Female;6
Fall 2022;Nursing;Foundation;Nursing Foundation;Qatari;Female;6
Fall 2022;Pharmacy;Foundation;Pharmacy Foundation;Non-Qatari;Male;4
Fall 2022;Pharmacy;Foundation;Pharmacy Foundation;Qatari;Male;1
Fall 2022;Pharmacy;Undergraduate;General Pharmacy;Non-Qatari;Female;52
Fall 2022;Pharmacy;Doctorate - PhD;Pharmaceutical Sciences;Non-Qatari;Male;2
Fall 2022;QU Health;Master;Health Professions Educ.;Non-Qatari;Female;5
Fall 2022;QU Health;Doctorate - PhD;Clinic.&Population Health Res.;Non-Qatari;Female;8
Fall 2022;Sharia and Islamic Studies;Undergraduate;General Sharia;Non-Qatari;Male;64
Fall 2022;Sharia and Islamic Studies;Undergraduate;Quran and Sunnah;Qatari;Male;1
Fall 2022;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Non-Qatari;Female;17
Fall 2022;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Non-Qatari;Male;9
Fall 2022;Sharia and Islamic Studies;Doctorate - PhD;Fiqh and Usul Al Fiqh;Qatari;Female;2
Spring 2023;Arts and Sciences;Undergraduate;App. Geog. & Geog. info.Sys;Non-Qatari;Female;11
Spring 2023;Arts and Sciences;Undergraduate;App. Geog. & Geog. info.Sys;Non-Qatari;Male;1
Spring 2023;Arts and Sciences;Undergraduate;Arabic Language;Non-Qatari;Female;55
Spring 2023;Arts and Sciences;Undergraduate;General Arts;Qatari;Male;202
Spring 2023;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Female;402
Spring 2023;Arts and Sciences;Undergraduate;Statistics;Qatari;Female;9
Spring 2023;Arts and Sciences;Master;Gulf Studies;Non-Qatari;Male;6
Spring 2023;Business and Economics;Undergraduate;Economics;Non-Qatari;Female;7
Spring 2023;Business and Economics;Undergraduate;Marketing;Non-Qatari;Male;8
Spring 2023;Business and Economics;Master;Business Administration;Non-Qatari;Male;9
Spring 2023;Dental Medicine;Undergraduate;General - Dental Medicine;Qatari;Male;2
Spring 2023;Education;Foundation;Education Foundation;Non-Qatari;Male;4
Spring 2023;Education;Undergraduate;Art Education;Qatari;Female;49
Spring 2023;Education;Undergraduate;General Education;Non-Qatari;Female;149
Spring 2023;Education;Undergraduate;General Education;Qatari;Female;764
Spring 2023;Education;Undergraduate;Physical Education;Non-Qatari;Female;9
Spring 2023;Education;Undergraduate;Physical Education;Non-Qatari;Male;38
Spring 2023;Education;Undergraduate;Special Education;Qatari;Male;1
Spring 2023;Education;Diploma;Early Childhood;Non-Qatari;Female;3
Spring 2023;Education;Master;Curriculum,Instruc. & Assessm.;Non-Qatari;Female;10
Spring 2023;Education;Master;Education Leadership;Qatari;Female;16
Spring 2023;Education;Master;Education Leadership;Qatari;Male;1
Spring 2023;Engineering;Undergraduate;Architecture;Non-Qatari;Female;47
Spring 2023;Engineering;Undergraduate;Architecture;Qatari;Female;125
Spring 2023;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Female;118
Spring 2023;Engineering;Undergraduate;Chemical Engineering;Qatari;Male;23
Spring 2023;Engineering;Undergraduate;Computer Engineering;Non-Qatari;Male;146
Spring 2023;Engineering;Undergraduate;General Engineering;Non-Qatari;Female;103
Spring 2023;Engineering;Undergraduate;General Engineering;Non-Qatari;Male;57
Spring 2023;Engineering;Undergraduate;General Engineering;Qatari;Female;71
Spring 2023;Engineering;Master;Gas and Process Engineering;Non-Qatari;Male;9
Spring 2023;Engineering;Master;Urban Planning and Design;Non-Qatari;Female;6
Spring 2023;Engineering;Doctorate - PhD;Materials Sci and Engin;Non-Qatari;Female;4
Spring 2023;Health Sciences;Undergraduate;General Health Sciences;Non-Qatari;Female;85
Spring 2023;Health Sciences;Master;Public Health;Non-Qatari;Female;16
Spring 2023;Law;Undergraduate;Law;Non-Qatari;Male;51
Spring 2023;Medicine;Undergraduate;Medicine;Qatari;Female;137
Spring 2023;No College Designated;Undergraduate;Undeclared;Qatari;Male;4
Spring 2023;Nursing;Undergraduate;General Nursing;Non-Qatari;Female;41
Spring 2023;Pharmacy;Undergraduate;Pharmacy;Qatari;Female;21
Spring 2023;Pharmacy;Master;Pharmacy;Non-Qatari;Female;18
Spring 2023;Pharmacy;Doctorate - PhD;Pharmaceutical Sciences;Non-Qatari;Female;4
Spring 2023;QU Health;Master;Health Professions Educ.;Qatari;Male;1
Spring 2023;QU Health;Certificate;Health Professions Educ.;Non-Qatari;Female;5
Spring 2023;Sharia and Islamic Studies;Undergraduate;Creed and Dawa;Non-Qatari;Male;2
Spring 2023;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul Al Fiqh;Qatari;Female;10
Spring 2023;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Male;13
Spring 2023;Sharia and Islamic Studies;Doctorate - PhD;Fiqh and Usul Al Fiqh;Non-Qatari;Female;3
