Academic Year;Semester;College;Level;Major;Nationality;Gender;Number of Graduates
2017-18;Summer 2017;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Female;10
2017-18;Summer 2017;Arts and Sciences;Undergraduate;Sport Science;Non-Qatari;Male;1
2017-18;Fall 2017;Business and Economics;Master;Business Administration;Non-Qatari;Female;4
2017-18;Fall 2017;Sharia and Islamic Studies;Undergraduate;Dawa;Qatari;Female;21
2017-18;Fall 2017;Sharia and Islamic Studies;Undergraduate;Dawa;Qatari;Male;8
2017-18;Fall 2017;Engineering;Undergraduate;Electrical Engineering;Qatari;Male;1
2017-18;Fall 2017;Engineering;Master;Engineering Management;Non-Qatari;Female;4
2017-18;Fall 2017;Engineering;Master;Environmental Engineering;Non-Qatari;Male;2
2017-18;Fall 2017;Business and Economics;Undergraduate;Finance;Qatari;Female;35
2017-18;Fall 2017;Arts and Sciences;Undergraduate;International Affairs;Qatari;Female;23
2017-18;Fall 2017;Business and Economics;Undergraduate;Management;Qatari;Male;12
2017-18;Fall 2017;Business and Economics;Undergraduate;Marketing;Qatari;Male;3
2017-18;Fall 2017;Pharmacy;Master;Pharmacy;Qatari;Female;1
2017-18;Fall 2017;Education;Undergraduate;Secondary Education;Qatari;Female;12
2017-18;Winter 2018;Sharia and Islamic Studies;Undergraduate;Dawa;Qatari;Female;2
2017-18;Spring 2018;Arts and Sciences;Master;Applied Statistics;Qatari;Female;1
2017-18;Spring 2018;Arts and Sciences;Undergraduate;Arabic Language;Non-Qatari;Female;9
2017-18;Spring 2018;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Qatari;Male;1
2017-18;Spring 2018;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;11
2017-18;Spring 2018;Engineering;Undergraduate;Computer Science;Qatari;Male;3
2017-18;Spring 2018;Engineering;Master;Computing;Non-Qatari;Female;4
2017-18;Spring 2018;Engineering;Master;Engineering Management;Qatari;Female;4
2017-18;Spring 2018;Business and Economics;Undergraduate;Management;Non-Qatari;Male;6
2017-18;Spring 2018;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Male;2
2017-18;Spring 2018;Pharmacy;Master;Pharmacy;Non-Qatari;Female;1
2017-18;Spring 2018;Pharmacy;Undergraduate;Pharmacy;Non-Qatari;Female;23
2017-18;Spring 2018;Pharmacy;Master;Pharmacy;Qatari;Female;1
2017-18;Spring 2018;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Qatari;Female;3
2017-18;Spring 2018;Arts and Sciences;Undergraduate;Social Work;Qatari;Female;49
2018-19;Summer 2018;Arts and Sciences;Undergraduate;Arabic Language;Qatari;Female;2
2018-19;Summer 2018;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Male;10
2018-19;Summer 2018;Business and Economics;Undergraduate;Finance;Qatari;Female;5
2018-19;Summer 2018;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Male;2
2018-19;Summer 2018;Business and Economics;Undergraduate;Management;Qatari;Female;8
2018-19;Summer 2018;Business and Economics;Undergraduate;Marketing;Qatari;Female;8
2015-16;Summer 2015;Sharia and Islamic Studies;Undergraduate;Dawa;Qatari;Female;2
2015-16;Summer 2015;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Male;3
2015-16;Summer 2015;Business and Economics;Undergraduate;Finance;Qatari;Male;2
2015-16;Summer 2015;Business and Economics;Undergraduate;Management;Qatari;Female;4
2015-16;Summer 2015;Business and Economics;Undergraduate;Marketing;Non-Qatari;Male;2
2015-16;Summer 2015;Business and Economics;Undergraduate;Marketing;Qatari;Female;3
2015-16;Fall 2015;Education;Undergraduate;Art Education;Qatari;Female;1
2015-16;Fall 2015;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Female;8
2015-16;Fall 2015;Engineering;Master;Computing;Non-Qatari;Male;2
2015-16;Fall 2015;Sharia and Islamic Studies;Undergraduate;Dawa;Non-Qatari;Female;10
2015-16;Fall 2015;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Male;7
2015-16;Fall 2015;Engineering;Master;Engineering Management;Non-Qatari;Female;4
2015-16;Fall 2015;Engineering;Master;Environmental Engineering;Non-Qatari;Male;2
2015-16;Fall 2015;Arts and Sciences;Master;Environmental Sciences;Non-Qatari;Female;1
2015-16;Fall 2015;Business and Economics;Undergraduate;Management;Non-Qatari;Female;5
2015-16;Fall 2015;Business and Economics;Undergraduate;Management;Non-Qatari;Male;4
2015-16;Fall 2015;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Male;5
2015-16;Fall 2015;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Female;2
2015-16;Fall 2015;Arts and Sciences;Master;Material Sci and Technology;Qatari;Female;1
2015-16;Fall 2015;Pharmacy;Doctor in PharmD;Pharmacy;Non-Qatari;Male;1
2015-16;Fall 2015;Education;Diploma;Special Education;Non-Qatari;Male;3
2015-16;Spring 2016;Business and Economics;Master;Accounting;Non-Qatari;Female;4
2015-16;Spring 2016;Engineering;Undergraduate;Architecture;Qatari;Female;5
2015-16;Spring 2016;Arts and Sciences;Master;Biomedical Sciences;Non-Qatari;Female;4
2015-16;Spring 2016;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;16
2015-16;Spring 2016;Sharia and Islamic Studies;Undergraduate;Dawa;Non-Qatari;Male;5
2015-16;Spring 2016;Sharia and Islamic Studies;Undergraduate;Dawa;Qatari;Female;13
2015-16;Spring 2016;Sharia and Islamic Studies;Undergraduate;Dawa;Qatari;Male;3
2015-16;Spring 2016;Business and Economics;Undergraduate;Economics;Non-Qatari;Female;5
2015-16;Spring 2016;Education;Master;Educational Leadership;Non-Qatari;Female;9
2015-16;Spring 2016;Engineering;Master;Engineering Management;Qatari;Female;3
2015-16;Spring 2016;Arts and Sciences;Undergraduate;International Affairs;Qatari;Female;17
2015-16;Spring 2016;Arts and Sciences;Undergraduate;International Affairs;Qatari;Male;11
2015-16;Spring 2016;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Female;14
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Female;30
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Male;5
2015-16;Spring 2016;Pharmacy;Doctor in PharmD;Pharmacy;Non-Qatari;Female;6
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Psychology;Non-Qatari;Female;6
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Statistics;Qatari;Female;2
2016-17;Summer 2016;Business and Economics;Undergraduate;Accounting;Non-Qatari;Male;8
2016-17;Summer 2016;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Female;1
2016-17;Summer 2016;Arts and Sciences;Undergraduate;English Literature&Linguistics;Non-Qatari;Female;4
2016-17;Summer 2016;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Male;2
2016-17;Summer 2016;Arts and Sciences;Undergraduate;History;Qatari;Female;9
2016-17;Summer 2016;Law;Undergraduate;Law;Non-Qatari;Female;1
2016-17;Summer 2016;Law;Undergraduate;Law;Qatari;Female;12
2016-17;Summer 2016;Law;Undergraduate;Law;Qatari;Male;4
2016-17;Summer 2016;Business and Economics;Undergraduate;Marketing;Qatari;Male;5
2016-17;Fall 2016;Business and Economics;Undergraduate;Accounting;Non-Qatari;Female;19
2016-17;Fall 2016;Engineering;Undergraduate;Architecture;Non-Qatari;Female;1
2016-17;Fall 2016;Business and Economics;Master;Business Administration;Non-Qatari;Female;1
2016-17;Fall 2016;Engineering;Master;Computing;Non-Qatari;Female;3
2016-17;Fall 2016;Engineering;Master;Electrical Engineering;Non-Qatari;Female;1
2016-17;Fall 2016;Engineering;Master;Engineering Management;Non-Qatari;Female;2
2016-17;Fall 2016;Arts and Sciences;Undergraduate;History;Qatari;Female;31
2016-17;Fall 2016;Health Sciences;Undergraduate;Human Nutrition;Non-Qatari;Female;14
2016-17;Fall 2016;Engineering;Undergraduate;Industrial and Systems Eng.;Non-Qatari;Female;6
2016-17;Fall 2016;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Male;1
2016-17;Fall 2016;Arts and Sciences;Undergraduate;International Affairs;Qatari;Male;18
2016-17;Fall 2016;Business and Economics;Undergraduate;Management;Non-Qatari;Female;12
2016-17;Fall 2016;Business and Economics;Undergraduate;Management;Non-Qatari;Male;4
2016-17;Fall 2016;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Female;29
2016-17;Fall 2016;Education;Undergraduate;Secondary Education;Non-Qatari;Female;18
2016-17;Fall 2016;Education;Undergraduate;Secondary Education;Non-Qatari;Male;2
2016-17;Fall 2016;Arts and Sciences;Undergraduate;Sociology;Qatari;Female;60
2016-17;Winter 2017;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Male;1
2016-17;Spring 2017;Business and Economics;Master;Business Administration;Non-Qatari;Female;3
2016-17;Spring 2017;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Female;27
2016-17;Spring 2017;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;5
2016-17;Spring 2017;Engineering;Undergraduate;Computer Engineering;Qatari;Female;8
2016-17;Spring 2017;Engineering;Undergraduate;Electrical Engineering;Qatari;Female;1
2016-17;Spring 2017;Engineering;Undergraduate;Electrical Engineering;Qatari;Male;1
2016-17;Spring 2017;Business and Economics;Undergraduate;Finance;Non-Qatari;Male;7
2016-17;Spring 2017;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Male;5
2016-17;Spring 2017;Arts and Sciences;Undergraduate;International Affairs;Qatari;Male;13
2016-17;Spring 2017;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Male;4
2016-17;Spring 2017;Pharmacy;Undergraduate;Pharmacy;Qatari;Female;3
2017-18;Summer 2017;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;3
2017-18;Summer 2017;Business and Economics;Undergraduate;Finance;Non-Qatari;Male;2
2017-18;Summer 2017;Arts and Sciences;Undergraduate;History;Non-Qatari;Male;1
2017-18;Summer 2017;Law;Undergraduate;Law;Non-Qatari;Male;2
2017-18;Summer 2017;Business and Economics;Undergraduate;Management;Non-Qatari;Female;4
2017-18;Summer 2017;Business and Economics;Undergraduate;Management;Qatari;Male;12
2017-18;Fall 2017;Engineering;Undergraduate;Computer Science;Qatari;Female;5
2017-18;Fall 2017;Engineering;Undergraduate;Computer Science;Qatari;Male;2
2017-18;Fall 2017;Arts and Sciences;Undergraduate;English Literature&Linguistics;Qatari;Female;16
2017-18;Fall 2017;Arts and Sciences;Master;Environmental Sciences;Non-Qatari;Male;2
2017-18;Fall 2017;Law;Master;Public Law;Qatari;Female;1
2017-18;Fall 2017;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Qatari;Female;1
2017-18;Fall 2017;Arts and Sciences;Undergraduate;Social Work;Non-Qatari;Male;1
2017-18;Winter 2018;Business and Economics;Undergraduate;Management;Qatari;Female;12
2017-18;Winter 2018;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Female;1
2017-18;Spring 2018;Health Sciences;Master;Biomedical Sciences;Qatari;Female;2
2017-18;Spring 2018;Engineering;Undergraduate;Computer Engineering;Qatari;Female;7
2017-18;Spring 2018;Business and Economics;Undergraduate;Economics;Qatari;Male;1
2017-18;Spring 2018;Engineering;Master;Engineering Management;Non-Qatari;Female;3
2017-18;Spring 2018;Engineering;Doctorate - PhD;Engineering Management;Qatari;Female;1
2017-18;Spring 2018;Engineering;Master;Environmental Engineering;Non-Qatari;Male;1
2017-18;Spring 2018;Arts and Sciences;Master;Gulf Studies;Non-Qatari;Female;4
2017-18;Spring 2018;Business and Economics;Undergraduate;Management;Non-Qatari;Female;7
2017-18;Spring 2018;Engineering;Undergraduate;Mechanical Engineering;Non-Qatari;Male;18
2017-18;Spring 2018;Pharmacy;Doctor in PharmD;Pharmacy-Part Time;Non-Qatari;Female;3
2017-18;Spring 2018;Arts and Sciences;Undergraduate;Psychology;Qatari;Female;15
2017-18;Spring 2018;Education;Undergraduate;Secondary Education;Non-Qatari;Male;8
2018-19;Summer 2018;Engineering;Undergraduate;Architecture;Qatari;Female;3
2018-19;Summer 2018;Engineering;Undergraduate;Computer Science;Qatari;Female;1
2018-19;Fall 2018;Engineering;Undergraduate;Computer Engineering;Qatari;Male;1
2018-19;Fall 2018;Education;Diploma;Early Childhood Education;Non-Qatari;Female;4
2018-19;Fall 2018;Arts and Sciences;Master;Gulf Studies;Non-Qatari;Female;2
2018-19;Fall 2018;Arts and Sciences;Undergraduate;History;Non-Qatari;Male;1
2018-19;Fall 2018;Engineering;Undergraduate;Industrial and Systems Eng.;Non-Qatari;Female;7
2018-19;Fall 2018;Arts and Sciences;Undergraduate;International Affairs;Qatari;Female;25
2018-19;Fall 2018;Business and Economics;Undergraduate;Marketing;Non-Qatari;Male;2
2018-19;Fall 2018;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Qatari;Male;3
2018-19;Winter 2019;Arts and Sciences;Undergraduate;International Affairs;Qatari;Female;2
2018-19;Spring 2019;Arts and Sciences;Undergraduate;Arabic Language;Non-Qatari;Female;6
2018-19;Spring 2019;Arts and Sciences;Undergraduate;Chemistry;Qatari;Female;3
2018-19;Spring 2019;Engineering;Master;Engineering Management;Qatari;Male;4
2018-19;Spring 2019;Arts and Sciences;Master;Gulf Studies;Non-Qatari;Female;2
2018-19;Spring 2019;Education;Master;Master of Special Education;Qatari;Female;1
2018-19;Spring 2019;Law;Master;Private Law;Non-Qatari;Female;1
2018-19;Spring 2019;Law;Master;Public Law;Qatari;Female;4
2018-19;Spring 2019;Education;Undergraduate;Special Education;Qatari;Female;20
2018-19;Spring 2019;Arts and Sciences;Undergraduate;Sport Science;Qatari;Female;6
2019-20;Summer 2019;Arts and Sciences;Undergraduate;English Literature&Linguistics;Qatari;Female;4
2019-20;Summer 2019;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Male;1
2019-20;Summer 2019;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Female;1
2019-20;Summer 2019;Business and Economics;Undergraduate;Marketing;Qatari;Male;1
2019-20;Fall 2019;Engineering;Master;Civil Engineering;Non-Qatari;Female;1
2019-20;Fall 2019;Engineering;Undergraduate;Computer Engineering;Qatari;Female;4
2019-20;Fall 2019;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul;Qatari;Female;1
2019-20;Fall 2019;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Female;3
2019-20;Fall 2019;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Female;34
2019-20;Fall 2019;Education;Undergraduate;Primary Education;Non-Qatari;Female;27
2019-20;Fall 2019;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Qatari;Male;3
2019-20;Spring 2020;Business and Economics;Master;Accounting;Non-Qatari;Male;3
2019-20;Spring 2020;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Non-Qatari;Male;1
2019-20;Spring 2020;Health Sciences;Master;Biomedical Sciences;Non-Qatari;Female;5
2019-20;Spring 2020;Arts and Sciences;Undergraduate;English Literature&Linguistics;Qatari;Female;22
2019-20;Spring 2020;Business and Economics;Undergraduate;Finance;Non-Qatari;Male;7
2019-20;Spring 2020;Business and Economics;Undergraduate;Management;Non-Qatari;Male;5
2019-20;Spring 2020;Business and Economics;Undergraduate;Management;Qatari;Female;38
2019-20;Spring 2020;Engineering;Doctorate - PhD;Materials Sci and Engin;Qatari;Female;1
2019-20;Spring 2020;Education;Undergraduate;Secondary Education;Qatari;Female;49
2019-20;Spring 2020;Arts and Sciences;Undergraduate;Sport Science;Non-Qatari;Female;4
2020-21;Summer 2020;Business and Economics;Master;Business Administration;Non-Qatari;Female;1
2020-21;Summer 2020;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;1
2020-21;Summer 2020;Business and Economics;Undergraduate;Marketing;Non-Qatari;Male;1
2020-21;Summer 2020;Education;Undergraduate;Special Education;Qatari;Female;3
2020-21;Fall 2020;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;8
2020-21;Fall 2020;Education;Master;Curriculum,Instruc. & Assessm.;Qatari;Female;1
2020-21;Spring 2021;Arts and Sciences;Master;Defense studies;Non-Qatari;Male;2
2020-21;Spring 2021;Business and Economics;Undergraduate;Finance;Qatari;Male;1
2020-21;Spring 2021;Health Sciences;Master;Genetic Counselling;Non-Qatari;Female;1
2020-21;Spring 2021;Business and Economics;Undergraduate;Management;Non-Qatari;Male;3
2020-21;Spring 2021;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Male;2
2020-21;Spring 2021;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;9
2020-21;Spring 2021;Education;Undergraduate;Secondary Education;Qatari;Male;1
2021-22;Summer 2021;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Male;4
2021-22;Summer 2021;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Male;1
2021-22;Fall 2021;Engineering;Undergraduate;Industrial and Systems Eng.;Qatari;Female;16
2021-22;Fall 2021;Law;Undergraduate;Law;Non-Qatari;Male;6
2021-22;Fall 2021;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Female;2
2021-22;Fall 2021;Law;Master;Private Law;Qatari;Female;3
2021-22;Fall 2021;Health Sciences;Master;Public Health;Qatari;Female;1
2021-22;Spring 2022;Business and Economics;Undergraduate;Accounting;Qatari;Female;63
2021-22;Spring 2022;Arts and Sciences;Undergraduate;Biological Sciences;Non-Qatari;Female;15
2021-22;Spring 2022;Engineering;Undergraduate;Computer Science;Non-Qatari;Male;11
2021-22;Spring 2022;Arts and Sciences;Undergraduate;Environmental Sciences;Qatari;Female;1
2021-22;Spring 2022;Arts and Sciences;Doctorate - PhD;Gulf Studies;Qatari;Female;1
2021-22;Spring 2022;Medicine;Undergraduate;Medicine;Non-Qatari;Male;12
2022-23;Summer 2022;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Female;1
2022-23;Summer 2022;Arts and Sciences;Undergraduate;English Literature&Linguistics;Non-Qatari;Female;3
2022-23;Summer 2022;Business and Economics;Undergraduate;Management Information Systems;Qatari;Male;1
2016-17;Spring 2017;Engineering;Master;Environmental Engineering;Non-Qatari;Female;2
2016-17;Spring 2017;Arts and Sciences;Master;Gulf Studies;Qatari;Female;4
2016-17;Spring 2017;Arts and Sciences;Undergraduate;History;Qatari;Female;27
2016-17;Spring 2017;Engineering;Undergraduate;Industrial and Systems Eng.;Qatari;Female;29
2016-17;Spring 2017;Business and Economics;Undergraduate;Management;Qatari;Female;51
2016-17;Spring 2017;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Female;7
2016-17;Spring 2017;Arts and Sciences;Undergraduate;Sociology;Qatari;Female;62
2017-18;Summer 2017;Engineering;Undergraduate;Computer Science;Non-Qatari;Male;4
2017-18;Fall 2017;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Non-Qatari;Female;1
2017-18;Fall 2017;Engineering;Doctorate - PhD;Computer Science;Non-Qatari;Male;1
2017-18;Fall 2017;Sharia and Islamic Studies;Undergraduate;Dawa;Non-Qatari;Male;1
2017-18;Fall 2017;Health Sciences;Undergraduate;Human Nutrition;Non-Qatari;Female;21
2017-18;Fall 2017;Education;Diploma;Primary Education;Non-Qatari;Female;7
2017-18;Fall 2017;Education;Undergraduate;Secondary Education;Non-Qatari;Female;20
2017-18;Winter 2018;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Female;5
2017-18;Spring 2018;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Female;18
2017-18;Spring 2018;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Male;4
2017-18;Spring 2018;Sharia and Islamic Studies;Undergraduate;Dawa;Non-Qatari;Female;17
2017-18;Spring 2018;Engineering;Undergraduate;Electrical Engineering;Qatari;Male;2
2018-19;Spring 2019;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Female;16
2018-19;Spring 2019;Arts and Sciences;Undergraduate;Sport Science;Qatari;Male;1
2019-20;Fall 2019;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Female;3
2019-20;Fall 2019;Engineering;Undergraduate;Chemical Engineering;Qatari;Male;1
2019-20;Fall 2019;Arts and Sciences;Undergraduate;English Literature&Linguistics;Non-Qatari;Female;16
2019-20;Fall 2019;Arts and Sciences;Master;Environmental Sciences;Non-Qatari;Female;1
2019-20;Fall 2019;Arts and Sciences;Undergraduate;International Affairs;Qatari;Female;37
2019-20;Fall 2019;Business and Economics;Master;Marketing;Qatari;Female;1
2019-20;Fall 2019;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Female;14
2019-20;Fall 2019;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;4
2019-20;Fall 2019;Law;Master;Public Law;Qatari;Male;1
2019-20;Fall 2019;Education;Undergraduate;Secondary Education;Non-Qatari;Female;24
2019-20;Spring 2020;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;7
2019-20;Spring 2020;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Male;1
2019-20;Spring 2020;Arts and Sciences;Undergraduate;International Affairs;Qatari;Female;74
2019-20;Spring 2020;Law;Master;Private Law;Non-Qatari;Female;1
2019-20;Spring 2020;Education;Undergraduate;Special Education;Non-Qatari;Female;3
2019-20;Spring 2020;Arts and Sciences;Undergraduate;Statistics;Non-Qatari;Female;5
2020-21;Summer 2020;Business and Economics;Undergraduate;Finance;Non-Qatari;Female;2
2020-21;Summer 2020;Business and Economics;Undergraduate;Finance;Non-Qatari;Male;6
2020-21;Fall 2020;Arts and Sciences;Master;Arabic Language & Literature;Non-Qatari;Male;1
2020-21;Fall 2020;Engineering;Undergraduate;Chemical Engineering;Qatari;Male;1
2020-21;Fall 2020;Sharia and Islamic Studies;Undergraduate;Dawa;Non-Qatari;Female;1
2020-21;Fall 2020;Arts and Sciences;Undergraduate;English Literature&Linguistics;Qatari;Female;14
2020-21;Fall 2020;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Male;1
2020-21;Fall 2020;Arts and Sciences;Undergraduate;Social Work;Qatari;Male;1
2020-21;Fall 2020;Arts and Sciences;Undergraduate;Statistics;Qatari;Female;1
2020-21;Spring 2021;Business and Economics;Undergraduate;Finance;Non-Qatari;Female;4
2020-21;Spring 2021;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Male;2
2020-21;Spring 2021;Business and Economics;Undergraduate;Marketing;Qatari;Male;2
2020-21;Spring 2021;Medicine;Undergraduate;Medicine;Qatari;Male;3
2021-22;Summer 2021;Law;Undergraduate;Law;Qatari;Female;13
2021-22;Fall 2021;Engineering;Master;Electrical Engineering;Non-Qatari;Female;1
2021-22;Fall 2021;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Male;1
2021-22;Fall 2021;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Male;15
2021-22;Fall 2021;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;3
2021-22;Fall 2021;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Male;5
2021-22;Spring 2022;Arts and Sciences;Master;Applied Statistics;Non-Qatari;Male;2
2021-22;Spring 2022;Engineering;Undergraduate;Computer Engineering;Non-Qatari;Female;13
2021-22;Spring 2022;Engineering;Master;Engineering Management;Non-Qatari;Male;5
2021-22;Spring 2022;Business and Economics;Undergraduate;Finance;Qatari;Male;2
2021-22;Spring 2022;Health Sciences;Master;Genetic Counselling;Non-Qatari;Female;1
2021-22;Spring 2022;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Male;3
2022-23;Summer 2022;Engineering;Undergraduate;Computer Science;Non-Qatari;Male;3
2022-23;Summer 2022;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Female;2
2022-23;Summer 2022;Arts and Sciences;Undergraduate;Psychology;Qatari;Female;4
2022-23;Summer 2022;Health Sciences;Undergraduate;Public Health;Qatari;Female;1
2022-23;Summer 2022;Arts and Sciences;Undergraduate;Social Work;Non-Qatari;Female;4
2022-23;Summer 2022;Arts and Sciences;Undergraduate;Sport Science;Non-Qatari;Female;1
2022-23;Fall 2022;Business and Economics;Undergraduate;Accounting;Non-Qatari;Male;7
2022-23;Fall 2022;Arts and Sciences;Undergraduate;Arabic Language;Qatari;Female;14
2022-23;Fall 2022;Business and Economics;Master;Business Administration;Non-Qatari;Male;6
2022-23;Fall 2022;Engineering;Master;Civil Engineering;Non-Qatari;Male;7
2022-23;Fall 2022;Education;Master;Curriculum,Instruc. & Assessm.;Qatari;Female;2
2022-23;Fall 2022;Business and Economics;Undergraduate;Economics;Qatari;Female;13
2022-23;Fall 2022;Engineering;Master;Environmental Engineering;Non-Qatari;Male;1
2022-23;Fall 2022;Arts and Sciences;Master;Environmental Sciences;Non-Qatari;Female;3
2022-23;Fall 2022;Business and Economics;Undergraduate;Finance;Non-Qatari;Female;9
2022-23;Fall 2022;Sharia and Islamic Studies;Doctorate - PhD;Fiqh and Usul;Qatari;Female;1
2022-23;Fall 2022;Law;Undergraduate;Law;Non-Qatari;Male;6
2022-23;Fall 2022;Business and Economics;Undergraduate;Management;Non-Qatari;Female;11
2022-23;Fall 2022;Business and Economics;Undergraduate;Management;Non-Qatari;Male;6
2022-23;Fall 2022;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Male;5
2022-23;Fall 2022;Sharia and Islamic Studies;Master;Religions& Dialogue of Civil.;Qatari;Female;2
2022-23;Fall 2022;Arts and Sciences;Undergraduate;Sociology;Qatari;Female;43
2022-23;Spring 2023;Business and Economics;Undergraduate;Accounting;Non-Qatari;Male;5
2022-23;Spring 2023;Business and Economics;Master;Accounting;Qatari;Female;4
2022-23;Spring 2023;Arts and Sciences;Undergraduate;Arabic Language;Non-Qatari;Female;15
2022-23;Spring 2023;Health Sciences;Undergraduate;Biomedical Sciences;Non-Qatari;Female;6
2022-23;Spring 2023;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;8
2022-23;Spring 2023;Engineering;Doctorate - PhD;Computer Science;Non-Qatari;Female;1
2022-23;Spring 2023;Arts and Sciences;Master;Environmental Sciences;Non-Qatari;Female;4
2022-23;Spring 2023;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Female;3
2022-23;Spring 2023;Arts and Sciences;Undergraduate;Environmental Sciences;Qatari;Female;3
2022-23;Spring 2023;Sharia and Islamic Studies;Master;Fiqh and Usul;Non-Qatari;Male;4
2022-23;Spring 2023;Health Sciences;Master;Genetic Counselling;Non-Qatari;Female;2
2022-23;Spring 2023;Arts and Sciences;Doctorate - PhD;Gulf Studies;Non-Qatari;Female;1
2022-23;Spring 2023;Arts and Sciences;Master;Gulf Studies;Qatari;Male;1
2022-23;Spring 2023;Arts and Sciences;Undergraduate;History;Qatari;Male;2
2022-23;Spring 2023;Law;Undergraduate;Law;Qatari;Female;108
2022-23;Spring 2023;Business and Economics;Undergraduate;Marketing;Qatari;Female;27
2022-23;Spring 2023;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Female;3
2022-23;Spring 2023;Medicine;Doctorate - PhD;Medical Sciences;Non-Qatari;Male;1
2022-23;Spring 2023;Medicine;Undergraduate;Medicine;Non-Qatari;Male;10
2022-23;Spring 2023;Medicine;Undergraduate;Medicine;Qatari;Male;3
2022-23;Spring 2023;Education;Undergraduate;Physical Education;Non-Qatari;Male;13
2022-23;Spring 2023;Education;Undergraduate;Primary Education;Qatari;Female;87
2022-23;Spring 2023;Law;Master;Public Law;Qatari;Male;3
2022-23;Spring 2023;Education;Undergraduate;Secondary Education;Non-Qatari;Female;51
