Academic Year;Semester;College;Level;Major;Nationality;Gender;Number of Graduates
2021-22;Fall 2021;Engineering;Master;Urban Planning;Non-Qatari;Female;2
2021-22;Spring 2022;Arts and Sciences;Undergraduate;Biological Sciences;Qatari;Female;3
2021-22;Spring 2022;Health Sciences;Undergraduate;Biomedical Sciences;Qatari;Female;4
2021-22;Spring 2022;Business and Economics;Master;Business Administration;Qatari;Female;1
2021-22;Spring 2022;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Male;1
2021-22;Spring 2022;Engineering;Doctorate - PhD;Computer Science;Non-Qatari;Female;6
2021-22;Spring 2022;Education;Master;Educational Leadership;Non-Qatari;Female;5
2021-22;Spring 2022;Engineering;Undergraduate;Electrical Engineering;Qatari;Male;2
2021-22;Spring 2022;Engineering;Doctorate - PhD;Engineering Management;Qatari;Female;1
2021-22;Spring 2022;Arts and Sciences;Master;Gulf Studies;Qatari;Female;1
2021-22;Spring 2022;Engineering;Doctorate - PhD;Industrial and Systems Eng.;Non-Qatari;Male;1
2021-22;Spring 2022;Arts and Sciences;Undergraduate;International Affairs;Qatari;Male;29
2021-22;Spring 2022;Law;Undergraduate;Law;Non-Qatari;Male;10
2021-22;Spring 2022;Business and Economics;Undergraduate;Management;Qatari;Male;8
2021-22;Spring 2022;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Male;2
2021-22;Spring 2022;Medicine;Undergraduate;Medicine;Qatari;Female;20
2021-22;Spring 2022;Pharmacy;Master;Pharmacy;Non-Qatari;Female;3
2021-22;Spring 2022;Education;Undergraduate;Physical Education;Qatari;Female;33
2021-22;Spring 2022;Health Sciences;Undergraduate;Public Health;Qatari;Female;5
2021-22;Spring 2022;Law;Master;Public Law;Qatari;Female;4
2021-22;Spring 2022;Law;Master;Public Law;Qatari;Male;6
2021-22;Spring 2022;Sharia and Islamic Studies;Undergraduate;Quran and Sunnah;Non-Qatari;Female;1
2022-23;Summer 2022;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;4
2022-23;Summer 2022;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Male;1
2022-23;Summer 2022;Engineering;Undergraduate;Computer Engineering;Qatari;Male;1
2022-23;Summer 2022;Business and Economics;Undergraduate;Finance;Qatari;Female;17
2022-23;Summer 2022;Arts and Sciences;Undergraduate;International Affairs;Qatari;Female;6
2022-23;Summer 2022;Business and Economics;Undergraduate;Management;Non-Qatari;Male;4
2022-23;Summer 2022;Business and Economics;Undergraduate;Marketing;Qatari;Male;3
2022-23;Summer 2022;Arts and Sciences;Undergraduate;Social Work;Qatari;Female;6
2022-23;Summer 2022;Arts and Sciences;Undergraduate;Statistics;Non-Qatari;Male;1
2022-23;Fall 2022;Arts and Sciences;Master;Applied Statistics;Non-Qatari;Female;1
2022-23;Fall 2022;Arts and Sciences;Master;Arabic Language & Literature;Qatari;Female;1
2022-23;Fall 2022;Arts and Sciences;Undergraduate;Biological Sciences;Non-Qatari;Female;11
2022-23;Fall 2022;Health Sciences;Undergraduate;Biomedical Sciences;Qatari;Female;2
2022-23;Fall 2022;Engineering;Doctorate - PhD;Computer Science;Non-Qatari;Female;1
2022-23;Fall 2022;Engineering;Master;Computing;Non-Qatari;Female;3
2022-23;Fall 2022;Engineering;Master;Engineering Management;Qatari;Female;6
2022-23;Fall 2022;Engineering;Master;Engineering Management;Qatari;Male;3
2022-23;Fall 2022;Business and Economics;Undergraduate;Finance;Qatari;Female;13
2022-23;Fall 2022;Sharia and Islamic Studies;Master;Fiqh and Usul;Non-Qatari;Male;1
2022-23;Fall 2022;Health Sciences;Undergraduate;Human Nutrition;Non-Qatari;Female;16
2022-23;Fall 2022;Law;Master;Private Law;Non-Qatari;Female;1
2022-23;Fall 2022;Arts and Sciences;Undergraduate;Psychology;Qatari;Female;25
2022-23;Fall 2022;Law;Master;Public Law;Qatari;Female;6
2022-23;Spring 2023;Business and Economics;Master;Accounting;Non-Qatari;Female;1
2022-23;Spring 2023;Business and Economics;Doctorate - PhD;Business Administration;Non-Qatari;Female;1
2022-23;Spring 2023;Business and Economics;Master;Business Administration;Non-Qatari;Male;1
2022-23;Spring 2023;Arts and Sciences;Undergraduate;Chemistry;Qatari;Female;2
2022-23;Spring 2023;Engineering;Undergraduate;Computer Science;Qatari;Female;15
2022-23;Spring 2023;Sharia and Islamic Studies;Undergraduate;Creed and Dawa;Non-Qatari;Male;2
2022-23;Spring 2023;Education;Master;Curriculum,Instruc. & Assessm.;Non-Qatari;Female;3
2022-23;Spring 2023;Education;Diploma;Diploma in Primary Education;Non-Qatari;Female;1
2022-23;Spring 2023;Engineering;Master;Engineering Management;Non-Qatari;Male;2
2022-23;Spring 2023;Business and Economics;Undergraduate;Finance;Non-Qatari;Male;1
2022-23;Spring 2023;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul;Qatari;Female;1
2022-23;Spring 2023;Health Sciences;Master;Human Nutrition;Non-Qatari;Female;4
2022-23;Spring 2023;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Male;2
2022-23;Spring 2023;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Female;10
2022-23;Spring 2023;Business and Economics;Undergraduate;Management;Qatari;Male;15
2022-23;Spring 2023;Business and Economics;Undergraduate;Marketing;Non-Qatari;Female;5
2022-23;Spring 2023;Business and Economics;Master;Marketing;Qatari;Female;3
2022-23;Spring 2023;Business and Economics;Undergraduate;Marketing;Qatari;Male;6
2022-23;Spring 2023;Health Sciences;Master;Public Health;Non-Qatari;Male;1
2022-23;Spring 2023;Sharia and Islamic Studies;Undergraduate;Quran and Sunnah;Non-Qatari;Female;2
2022-23;Spring 2023;Education;Diploma;Special Education;Non-Qatari;Male;8
2023-24;Summer 2023;Engineering;Undergraduate;Architecture;Qatari;Female;5
2023-24;Summer 2023;Engineering;Undergraduate;Computer Engineering;Non-Qatari;Female;1
2023-24;Summer 2023;Business and Economics;Master;Leadership;Qatari;Female;18
2023-24;Summer 2023;Business and Economics;Undergraduate;Management;Non-Qatari;Female;6
2023-24;Summer 2023;Business and Economics;Undergraduate;Marketing;Non-Qatari;Female;3
2023-24;Summer 2023;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Female;2
2023-24;Fall 2023;Business and Economics;Master;Accounting;Qatari;Female;1
2023-24;Fall 2023;Business and Economics;Undergraduate;Accounting;Qatari;Male;13
2023-24;Fall 2023;Arts and Sciences;Undergraduate;Arabic Language;Non-Qatari;Female;12
2023-24;Fall 2023;Business and Economics;Master;Business Administration;Non-Qatari;Male;2
2023-24;Fall 2023;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Male;4
2023-24;Fall 2023;Engineering;Doctorate - PhD;Civil Engineering;Non-Qatari;Female;1
2023-24;Fall 2023;Engineering;Undergraduate;Computer Engineering;Non-Qatari;Female;7
2023-24;Fall 2023;Engineering;Master;Computing;Non-Qatari;Male;4
2023-24;Fall 2023;Arts and Sciences;Master;Defense studies;Qatari;Male;7
2023-24;Fall 2023;Engineering;Doctorate - PhD;Electrical Engineering;Non-Qatari;Male;1
2023-24;Fall 2023;Engineering;Master;Engineering Management;Non-Qatari;Female;2
2023-24;Fall 2023;Engineering;Master;Engineering Management;Qatari;Female;1
2023-24;Fall 2023;Business and Economics;Undergraduate;Finance;Qatari;Male;1
2023-24;Fall 2023;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul;Qatari;Male;1
2023-24;Fall 2023;Law;Undergraduate;Law;Qatari;Male;22
2023-24;Fall 2023;Business and Economics;Undergraduate;Marketing;Non-Qatari;Female;2
2023-24;Fall 2023;Business and Economics;Master;Marketing;Qatari;Female;1
2023-24;Fall 2023;Business and Economics;Undergraduate;Marketing;Qatari;Female;19
2023-24;Fall 2023;Arts and Sciences;Undergraduate;Mathematics;Qatari;Female;1
2023-24;Fall 2023;Health Sciences;Undergraduate;Physiotherapy;Non-Qatari;Female;15
2023-24;Fall 2023;Arts and Sciences;Undergraduate;Psychology;Non-Qatari;Female;17
2023-24;Fall 2023;Health Sciences;Undergraduate;Public Health;Non-Qatari;Female;1
2023-24;Fall 2023;Sharia and Islamic Studies;Master;Religions& Dialogue of Civil.;Non-Qatari;Female;1
2023-24;Fall 2023;Education;Undergraduate;Secondary Education;Non-Qatari;Male;4
2023-24;Spring 2024;Business and Economics;Undergraduate;Accounting;Qatari;Female;52
2023-24;Spring 2024;Business and Economics;Undergraduate;Accounting;Qatari;Male;12
2023-24;Spring 2024;Arts and Sciences;Undergraduate;Biological Sciences;Qatari;Female;4
2023-24;Spring 2024;Business and Economics;Doctorate - PhD;Business Administration;Non-Qatari;Female;1
2023-24;Spring 2024;Sharia and Islamic Studies;Master;Creed and Religions;Non-Qatari;Male;3
2023-24;Spring 2024;Education;Master;Curriculum,Instruc. & Assessm.;Non-Qatari;Female;2
2023-24;Spring 2024;Engineering;Doctorate - PhD;Engineering Management;Qatari;Female;1
2023-24;Spring 2024;Arts and Sciences;Undergraduate;English Literature&Linguistics;Qatari;Female;36
2023-24;Spring 2024;Arts and Sciences;Undergraduate;Environmental Sciences;Qatari;Female;4
2023-24;Spring 2024;Sharia and Islamic Studies;Master;Fiqh and Usul;Qatari;Female;1
2023-24;Spring 2024;Sharia and Islamic Studies;Doctorate - PhD;Fiqh and Usul;Qatari;Male;1
2023-24;Spring 2024;Health Sciences;Master;Genetic Counselling;Non-Qatari;Female;4
2023-24;Spring 2024;Law;Doctorate - PhD;Law;Qatari;Female;1
2023-24;Spring 2024;Business and Economics;Undergraduate;Management;Non-Qatari;Male;4
2023-24;Spring 2024;Business and Economics;Undergraduate;Management;Qatari;Female;32
2023-24;Spring 2024;Education;Undergraduate;Physical Education;Qatari;Female;36
2023-24;Spring 2024;Education;Undergraduate;Primary Education;Non-Qatari;Female;17
2023-24;Spring 2024;Health Sciences;Master;Public Health;Non-Qatari;Male;2
2023-24;Spring 2024;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Non-Qatari;Female;2
2023-24;Spring 2024;Sharia and Islamic Studies;Master;Religions& Dialogue of Civil.;Qatari;Female;3
2023-24;Spring 2024;Education;Diploma;Secondary Education;Qatari;Male;1
2015-16;Summer 2015;Business and Economics;Undergraduate;Accounting;Non-Qatari;Male;13
2015-16;Summer 2015;Arts and Sciences;Master;Biomedical Sciences;Non-Qatari;Female;1
2015-16;Summer 2015;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;1
2015-16;Summer 2015;Engineering;Master;Engineering Management;Non-Qatari;Male;1
2015-16;Summer 2015;Arts and Sciences;Undergraduate;International Affairs;Qatari;Male;2
2015-16;Summer 2015;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Male;1
2015-16;Fall 2015;Business and Economics;Undergraduate;Accounting;Non-Qatari;Male;8
2015-16;Fall 2015;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;8
2015-16;Fall 2015;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;1
2015-16;Fall 2015;Engineering;Master;Computing;Qatari;Female;1
2015-16;Fall 2015;Education;Diploma;Early Childhood Education;Qatari;Female;1
2015-16;Fall 2015;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Female;5
2015-16;Fall 2015;Arts and Sciences;Undergraduate;History;Qatari;Female;14
2015-16;Fall 2015;Arts and Sciences;Undergraduate;Human Nutrition;Qatari;Female;5
2015-16;Fall 2015;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Female;6
2015-16;Fall 2015;Arts and Sciences;Undergraduate;International Affairs;Qatari;Male;7
2015-16;Fall 2015;Business and Economics;Undergraduate;Marketing;Non-Qatari;Female;4
2015-16;Fall 2015;Engineering;Master;Mechanical Engineering;Non-Qatari;Male;2
2015-16;Fall 2015;Education;Diploma;Special Education;Non-Qatari;Female;2
2015-16;Spring 2016;Business and Economics;Master;Accounting;Non-Qatari;Male;5
2015-16;Spring 2016;Business and Economics;Undergraduate;Accounting;Qatari;Male;10
2015-16;Spring 2016;Engineering;Undergraduate;Architecture;Non-Qatari;Female;8
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Biological Sciences;Qatari;Female;1
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Biomedical Sciences;Non-Qatari;Female;11
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Biomedical Sciences;Qatari;Female;4
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Environmental Sciences;Qatari;Female;4
2015-16;Spring 2016;Business and Economics;Undergraduate;Finance;Qatari;Female;23
2015-16;Spring 2016;Business and Economics;Undergraduate;Finance;Qatari;Male;5
2015-16;Spring 2016;Engineering;Undergraduate;Industrial and Systems Eng.;Qatari;Female;9
2015-16;Spring 2016;Law;Undergraduate;Law;Non-Qatari;Male;8
2015-16;Spring 2016;Business and Economics;Undergraduate;Management;Qatari;Female;32
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Psychology;Qatari;Female;5
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Social Work;Non-Qatari;Female;19
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Sport Science;Qatari;Male;1
2016-17;Summer 2016;Sharia and Islamic Studies;Undergraduate;Dawa;Qatari;Male;1
2016-17;Summer 2016;Engineering;Master;Engineering Management;Qatari;Male;1
2016-17;Summer 2016;Arts and Sciences;Undergraduate;English Literature&Linguistics;Qatari;Female;3
2016-17;Summer 2016;Business and Economics;Undergraduate;Management;Qatari;Female;11
2016-17;Summer 2016;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Male;6
2016-17;Summer 2016;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Female;3
2016-17;Summer 2016;Arts and Sciences;Undergraduate;Sociology;Non-Qatari;Female;1
2016-17;Fall 2016;Health Sciences;Undergraduate;Biomedical Sciences;Qatari;Female;1
2016-17;Fall 2016;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Female;2
2016-17;Fall 2016;Education;Diploma;Early Childhood Education;Qatari;Female;5
2016-17;Fall 2016;Engineering;Undergraduate;Electrical Engineering;Qatari;Male;1
2016-17;Fall 2016;Engineering;Master;Engineering Management;Non-Qatari;Male;1
2016-17;Fall 2016;Business and Economics;Undergraduate;Finance;Non-Qatari;Male;6
2016-17;Fall 2016;Sharia and Islamic Studies;Master;Fiqh and Usul;Non-Qatari;Male;1
2016-17;Fall 2016;Sharia and Islamic Studies;Master;Fiqh and Usul;Qatari;Male;2
2016-17;Fall 2016;Engineering;Undergraduate;Industrial and Systems Eng.;Qatari;Female;16
2016-17;Fall 2016;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Male;5
2016-17;Fall 2016;Business and Economics;Undergraduate;Marketing;Qatari;Male;5
2016-17;Fall 2016;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Male;22
2016-17;Fall 2016;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Male;9
2016-17;Fall 2016;Arts and Sciences;Master;Material Sci and Technology;Qatari;Female;1
2016-17;Fall 2016;Engineering;Master;Mechanical Engineering;Non-Qatari;Female;1
2016-17;Fall 2016;Engineering;Undergraduate;Mechanical Engineering;Non-Qatari;Male;11
2016-17;Fall 2016;Engineering;Undergraduate;Mechanical Engineering;Qatari;Male;2
2016-17;Fall 2016;Arts and Sciences;Undergraduate;Psychology;Qatari;Female;4
2016-17;Fall 2016;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Qatari;Female;1
2016-17;Fall 2016;Engineering;Master;Urban Planning;Non-Qatari;Female;6
2016-17;Winter 2017;Business and Economics;Undergraduate;Marketing;Qatari;Male;1
2016-17;Winter 2017;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Male;1
2016-17;Spring 2017;Business and Economics;Undergraduate;Accounting;Qatari;Male;15
2016-17;Spring 2017;Engineering;Undergraduate;Architecture;Non-Qatari;Female;10
2016-17;Spring 2017;Engineering;Undergraduate;Chemical Engineering;Qatari;Male;2
2016-17;Spring 2017;Engineering;Master;Civil Engineering;Non-Qatari;Male;5
2016-17;Spring 2017;Engineering;Undergraduate;Computer Engineering;Non-Qatari;Female;20
2016-17;Spring 2017;Sharia and Islamic Studies;Undergraduate;Dawa;Qatari;Female;26
2016-17;Spring 2017;Business and Economics;Undergraduate;Economics;Non-Qatari;Male;1
2016-17;Spring 2017;Engineering;Master;Engineering Management;Qatari;Male;2
2016-17;Spring 2017;Arts and Sciences;Undergraduate;English Literature&Linguistics;Qatari;Female;17
2016-17;Spring 2017;Arts and Sciences;Master;Environmental Sciences;Non-Qatari;Male;3
2016-17;Spring 2017;Arts and Sciences;Master;Gulf Studies;Non-Qatari;Male;1
2016-17;Spring 2017;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Female;16
2016-17;Spring 2017;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Male;11
2016-17;Spring 2017;Business and Economics;Undergraduate;Management;Non-Qatari;Female;9
2016-17;Spring 2017;Business and Economics;Undergraduate;Management;Non-Qatari;Male;8
2016-17;Spring 2017;Business and Economics;Undergraduate;Management Information Systems;Qatari;Male;3
2016-17;Spring 2017;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Male;4
2016-17;Spring 2017;Education;Undergraduate;Primary Education;Qatari;Female;69
2016-17;Spring 2017;Law;Master;Private Law;Non-Qatari;Female;1
2016-17;Spring 2017;Arts and Sciences;Undergraduate;Psychology;Qatari;Female;12
2016-17;Spring 2017;Health Sciences;Master;Public Health;Non-Qatari;Female;2
2016-17;Spring 2017;Law;Master;Public Law;Qatari;Male;3
2016-17;Spring 2017;Education;Undergraduate;Secondary Education;Non-Qatari;Female;31
2016-17;Spring 2017;Arts and Sciences;Undergraduate;Sociology;Non-Qatari;Female;23
2017-18;Summer 2017;Business and Economics;Master;Business Administration;Qatari;Female;1
2017-18;Summer 2017;Business and Economics;Undergraduate;Management;Qatari;Female;17
2017-18;Summer 2017;Business and Economics;Undergraduate;Marketing;Qatari;Male;3
2017-18;Summer 2017;Arts and Sciences;Undergraduate;Social Work;Non-Qatari;Female;1
2017-18;Fall 2017;Business and Economics;Undergraduate;Accounting;Non-Qatari;Female;1
2017-18;Fall 2017;Business and Economics;Undergraduate;Accounting;Qatari;Female;44
2017-18;Fall 2017;Business and Economics;Master;Business Administration;Non-Qatari;Male;6
2017-18;Fall 2017;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Female;3
2017-18;Fall 2017;Engineering;Undergraduate;Industrial and Systems Eng.;Non-Qatari;Female;1
2017-18;Fall 2017;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Female;35
2017-18;Fall 2017;Education;Diploma;Special Education;Qatari;Female;7
2017-18;Winter 2018;Business and Economics;Undergraduate;Finance;Qatari;Male;2
2017-18;Spring 2018;Business and Economics;Undergraduate;Accounting;Qatari;Male;12
2017-18;Spring 2018;Education;Master;Educational Leadership;Non-Qatari;Female;6
2017-18;Spring 2018;Education;Master;Educational Leadership;Qatari;Male;1
2017-18;Spring 2018;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Male;10
2017-18;Spring 2018;Arts and Sciences;Undergraduate;International Affairs;Qatari;Male;12
2017-18;Spring 2018;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Male;5
2017-18;Spring 2018;Business and Economics;Undergraduate;Marketing;Non-Qatari;Female;8
2017-18;Spring 2018;Business and Economics;Undergraduate;Marketing;Non-Qatari;Male;5
2017-18;Spring 2018;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Female;3
2017-18;Spring 2018;Pharmacy;Doctor in PharmD;Pharmacy;Qatari;Female;3
